account_id,customer_id,account_type,open_date,current_balance,account_status
501211,101045,Savings,2023-10-14,23644,Active
501212,101046,Savings,2023-04-18,6754,Active
501213,101047,Salary,2022-03-27,7879,Active
501214,101048,Current,2023-07-20,14095,Active
501215,101049,Savings,2022-10-22,29504,Active
501216,101050,Savings,2023-09-14,7634,Active
501217,101051,Savings,2023-12-15,58818,Active
501218,101051,Savings,2023-04-24,17805,Active
501219,101052,Savings,2023-10-10,10365,Active
501220,101053,Savings,2024-01-13,9798,Active
501221,101054,Current,2023-06-13,65746,Active
501222,101055,Salary,2023-03-04,40885,Active
501223,101056,Savings,2022-10-15,84779,Active
501224,101057,Savings,2024-03-15,52573,Active
501225,101058,Salary,2024-03-21,21711,Active
501226,101058,Salary,2023-11-02,25032,Active
501227,101059,Savings,2023-10-20,11328,Active
501228,101060,Salary,2022-07-02,20233,Inactive
501229,101060,Salary,2024-02-13,15178,Active
501230,101061,Salary,2022-10-24,38906,Active
501231,101062,Savings,2024-02-25,25842,Active
501232,101062,Savings,2023-08-24,42188,Active
501233,101063,Savings,2023-01-24,41865,Active
501234,101064,Salary,2022-07-04,6615,Active
501235,101065,Savings,2023-01-12,61387,Active
501236,101066,Salary,2023-04-24,27837,Active
501237,101067,Savings,2022-05-19,3813,Active
501238,101067,Savings,2022-09-19,39301,Active
501239,101068,Savings,2023-07-19,7480,Active
501240,101069,Savings,2022-05-02,4049,Active
501241,101070,Savings,2023-12-21,25940,Active
501242,101071,Current,2023-11-06,21634,Active
501243,101071,Current,2022-12-23,41105,Active
501244,101072,Savings,2023-03-20,37101,Active
501245,101073,Current,2022-06-09,17425,Active
501246,101074,Savings,2022-11-07,26396,Active
501247,101075,Savings,2022-04-06,12269,Active
501248,101076,Savings,2022-06-30,13030,Active
501249,101077,Salary,2023-12-24,9638,Active
501250,101077,Savings,2023-01-29,108957,Inactive
501251,101078,Savings,2022-03-12,29142,Active
501252,101079,Savings,2023-01-04,7442,Active
501253,101080,Savings,2023-03-09,26311,Active
501254,101081,Savings,2022-03-24,31067,Active
501255,101082,Savings,2023-09-24,4216,Active
501256,101083,Current,2022-09-06,46171,Active
501257,101084,Salary,2022-12-23,7010,Active
501258,101085,Current,2023-11-05,17418,Inactive
501259,101086,Savings,2024-01-11,13638,Active
501260,101087,Current,2022-04-05,68580,Active
501261,101087,Current,2023-01-21,29138,Active
501262,101088,Savings,2022-04-28,47626,Active
501263,101089,Current,2022-06-13,49572,Active
501264,101090,Savings,2023-06-30,16059,Active
501265,101090,Savings,2022-11-01,15698,Active
501266,101091,Current,2022-11-13,13276,Active
501267,101092,Salary,2023-02-03,15881,Active
501268,101093,Current,2023-06-25,19092,Active
501269,101093,Savings,2022-03-18,14531,Active
501270,101094,Savings,2023-03-23,8396,Active
501271,101094,Current,2023-09-08,16882,Active
501272,101095,Salary,2023-04-13,38940,Active
501273,101096,Savings,2022-10-29,28831,Active
501274,101097,Savings,2022-11-27,25484,Active
501275,101098,Savings,2022-10-25,7043,Active
501276,101099,Savings,2023-12-20,19004,Active
501277,101100,Salary,2023-07-12,17349,Frozen
501278,101100,Savings,2024-04-02,45122,Active
501279,101101,Savings,2023-09-18,12802,Active
501280,101102,Salary,2023-04-06,32379,Active
501281,101103,Savings,2023-03-15,20844,Active
501282,101104,Current,2024-01-29,44866,Active
501283,101104,Savings,2023-05-03,157404,Inactive
501284,101105,Savings,2023-06-11,13054,Active
501285,101106,Savings,2023-02-10,30912,Active
501286,101106,Savings,2023-12-08,2454,Active
501287,101107,Savings,2024-01-21,27306,Active
501288,101108,Current,2023-04-12,7023,Active
501289,101109,Salary,2023-09-23,17406,Active
501290,101110,Savings,2022-07-03,13081,Active
501291,101111,Savings,2022-02-09,14165,Active
501292,101111,Current,2023-02-04,23952,Active
501293,101112,Salary,2022-07-06,15462,Active
501294,101113,Savings,2023-04-14,6031,Active
501295,101114,Savings,2022-02-12,52314,Inactive
501296,101115,Savings,2024-01-18,22656,Inactive
501297,101116,Savings,2022-05-03,35637,Active
501298,101117,Current,2024-01-29,16000,Active
501299,101118,Savings,2022-03-29,18935,Active
501300,101118,Current,2022-04-30,24273,Active
501301,101119,Savings,2023-12-01,33223,Active
501302,101120,Savings,2023-01-09,21262,Active
501303,101121,Current,2023-01-26,17741,Active
501304,101122,Current,2022-08-24,36173,Active
501305,101122,Current,2023-01-30,5156,Active
501306,101123,Current,2022-01-11,16038,Active
501307,101124,Salary,2022-02-06,6785,Active
501308,101124,Savings,2022-08-17,14789,Active
501309,101125,Savings,2022-03-23,15880,Inactive
501310,101126,Savings,2022-03-29,50620,Active
501311,101126,Current,2023-08-02,21104,Active
501312,101127,Savings,2022-01-07,7788,Active
501313,101128,Current,2024-03-18,14718,Active
501314,101129,Savings,2023-03-26,10323,Active
501315,101130,Savings,2022-01-30,21504,Active
501316,101130,Savings,2023-11-10,22429,Active
501317,101131,Current,2022-06-22,12775,Frozen
501318,101132,Salary,2022-10-09,36128,Inactive
501319,101133,Savings,2022-03-26,14929,Active
501320,101133,Savings,2024-03-17,30625,Active
501321,101134,Savings,2022-03-06,6824,Active
501322,101134,Salary,2022-01-25,67832,Active
501323,101135,Savings,2022-01-15,29212,Active
501324,101135,Savings,2022-08-08,46581,Active
501325,101136,Current,2023-07-10,26431,Frozen
501326,101137,Savings,2022-03-30,38143,Active
501327,101138,Savings,2023-05-10,10585,Active
501328,101139,Salary,2022-10-10,8146,Active
501329,101140,Savings,2022-07-28,25564,Inactive
501330,101141,Savings,2023-10-08,29502,Active
501331,101142,Salary,2024-03-22,13021,Active
501332,101142,Savings,2022-12-27,28162,Active
501333,101143,Savings,2022-04-07,39721,Active
501334,101144,Current,2023-06-28,25143,Active
501335,101144,Savings,2022-12-15,10018,Active
501336,101145,Savings,2023-01-25,47801,Active
501337,101145,Savings,2022-01-09,6170,Active
501338,101146,Savings,2022-08-05,28630,Active
501339,101147,Savings,2023-04-30,11430,Active
501340,101147,Savings,2022-12-13,15195,Active
501341,101148,Current,2024-01-24,17314,Active
501342,101149,Salary,2024-03-01,76260,Active
501343,101150,Current,2023-06-04,73376,Active
501344,101151,Savings,2022-06-25,10981,Active
501345,101152,Savings,2023-02-14,19426,Active
501346,101153,Savings,2024-02-17,34693,Active
501347,101153,Savings,2023-05-01,25605,Inactive
501348,101154,Savings,2023-08-22,22151,Active
501349,101155,Salary,2023-07-27,22881,Active
501350,101156,Current,2024-04-18,16843,Active
501351,101157,Current,2022-03-01,5137,Inactive
501352,101158,Savings,2023-04-15,6738,Active
501353,101159,Savings,2022-11-20,30615,Active
501354,101160,Savings,2022-08-06,20505,Active
501355,101161,Savings,2022-02-23,21481,Active
501356,101162,Savings,2023-02-14,33625,Active
501357,101163,Savings,2023-03-18,13390,Active
501358,101164,Savings,2023-04-13,25191,Active
501359,101165,Savings,2023-07-14,11361,Active
501360,101166,Savings,2022-01-02,52987,Active
501361,101167,Savings,2023-12-13,62831,Active
501362,101168,Current,2022-08-06,9777,Active
501363,101169,Savings,2023-06-03,49059,Active
501364,101170,Savings,2022-09-02,7545,Active
501365,101171,Savings,2023-04-24,163118,Active
501366,101172,Salary,2022-05-30,55757,Active
501367,101172,Savings,2023-08-26,22057,Active
501368,101173,Savings,2022-11-13,24928,Active
501369,101174,Savings,2022-01-06,30286,Active
501370,101174,Savings,2022-08-26,21015,Active
501371,101175,Savings,2024-03-31,14480,Active
501372,101176,Savings,2022-04-27,52318,Active
501373,101176,Current,2022-12-26,93802,Active
501374,101177,Savings,2022-10-27,19589,Active
501375,101178,Savings,2024-04-08,11275,Active
501376,101179,Savings,2023-01-16,19697,Active
501377,101180,Current,2023-09-01,8586,Active
501378,101181,Savings,2023-01-11,22870,Inactive
501379,101181,Savings,2022-07-14,11107,Active
501380,101182,Savings,2023-01-10,54190,Active
501381,101183,Savings,2023-09-27,10980,Active
501382,101184,Current,2022-12-21,3801,Active
501383,101185,Salary,2022-04-05,12044,Active
501384,101186,Salary,2022-06-15,33772,Active
501385,101187,Salary,2023-03-22,13874,Active
501386,101188,Savings,2022-03-15,22192,Frozen
501387,101188,Savings,2023-01-22,27885,Active
501388,101189,Savings,2023-05-13,42062,Active
501389,101189,Savings,2022-08-15,5904,Active
501390,101190,Salary,2022-04-04,39908,Active
501391,101190,Savings,2022-05-14,49591,Active
501392,101191,Savings,2022-11-10,49255,Active
501393,101192,Savings,2023-06-19,10181,Active
501394,101193,Current,2023-06-15,11549,Active
501395,101194,Savings,2022-06-27,27853,Active
501396,101195,Current,2023-01-14,26554,Active
501397,101196,Current,2024-04-14,10730,Active
501398,101197,Savings,2022-10-07,16325,Active
501399,101197,Savings,2024-04-10,16674,Active
501400,101198,Savings,2023-09-10,57126,Active
501401,101199,Savings,2023-06-04,89645,Active
501402,101200,Current,2022-06-02,27252,Active
501403,101201,Savings,2022-09-02,30688,Active
501404,101201,Current,2022-02-23,16044,Active
501405,101202,Savings,2023-12-06,31362,Active
501406,101203,Savings,2023-03-01,4797,Inactive
501407,101204,Savings,2022-01-09,22424,Active
501408,101205,Current,2022-05-10,12542,Active
501409,101205,Current,2022-07-12,11866,Active
501410,101206,Current,2022-06-09,75735,Inactive
501411,101207,Savings,2022-03-29,101321,Frozen
501412,101208,Savings,2022-12-31,33626,Active
501413,101208,Savings,2023-08-13,106279,Active
501414,101209,Savings,2022-02-28,4111,Active
501415,101210,Salary,2023-09-28,26196,Active
501416,101211,Savings,2022-02-26,16722,Active
501417,101212,Savings,2023-11-01,17844,Active
501418,101213,Current,2023-05-30,121056,Active
501419,101214,Savings,2022-08-05,7384,Active
501420,101215,Savings,2023-10-19,9080,Active
501421,101216,Savings,2023-08-19,14405,Active
501422,101217,Savings,2022-09-16,19393,Active
501423,101217,Savings,2022-09-16,78277,Active
501424,101218,Savings,2022-12-19,32248,Active
501425,101219,Savings,2022-09-27,5362,Active
501426,101220,Savings,2022-01-11,93238,Active
501427,101221,Savings,2023-06-05,4245,Active
501428,101222,Salary,2022-03-20,17316,Active
501429,101223,Savings,2023-03-15,16370,Active
501430,101224,Current,2022-01-15,21761,Active
501431,101225,Savings,2022-06-29,24913,Active
501432,101226,Savings,2022-11-20,106469,Active
501433,101227,Salary,2024-01-02,16040,Active
501434,101228,Savings,2023-08-18,17639,Active
501435,101229,Savings,2023-07-12,22577,Active
501436,101230,Savings,2023-10-07,27616,Active
501437,101231,Salary,2023-09-20,5285,Active
501438,101232,Current,2024-03-25,26170,Active
501439,101232,Savings,2023-11-12,21123,Active
501440,101233,Savings,2024-03-01,19678,Active
501441,101233,Savings,2022-04-01,26659,Active
501442,101234,Salary,2023-02-08,39007,Active
501443,101234,Savings,2022-12-24,12309,Active
501444,101235,Salary,2023-10-12,8243,Active
501445,101236,Salary,2023-05-06,9012,Active
501446,101236,Salary,2024-02-23,51914,Active
501447,101237,Savings,2023-03-14,34766,Inactive
501448,101238,Savings,2024-04-25,9831,Active
501449,101239,Savings,2022-09-19,23504,Active
501450,101240,Salary,2022-09-26,5018,Active
501451,101241,Salary,2022-07-20,59625,Active
501452,101242,Salary,2022-12-31,16571,Active
501453,101242,Savings,2023-08-04,25128,Active
501454,101243,Savings,2023-01-11,11483,Active
501455,101244,Savings,2023-08-07,6133,Active
501456,101244,Savings,2022-06-08,39809,Active
501457,101245,Salary,2024-01-01,8713,Active
501458,101245,Savings,2024-04-12,12436,Active
501459,101246,Savings,2023-01-25,11420,Active
501460,101247,Current,2023-05-25,136107,Active
501461,101247,Savings,2022-10-27,27520,Active
501462,101248,Savings,2023-08-11,7569,Inactive
501463,101249,Salary,2024-01-22,24245,Active
501464,101249,Salary,2024-01-12,72421,Active
501465,101250,Savings,2022-05-27,26553,Active
501466,101251,Savings,2023-07-04,41831,Active
501467,101252,Savings,2022-05-11,33042,Active
501468,101253,Savings,2023-12-06,12773,Active
501469,101254,Savings,2022-09-11,13809,Active
501470,101255,Savings,2022-08-25,20431,Active
501471,101255,Salary,2024-04-07,36211,Active
501472,101256,Savings,2024-02-17,8004,Active
501473,101257,Savings,2022-12-18,29795,Active
501474,101258,Current,2023-06-23,24808,Active
501475,101259,Savings,2023-09-19,36203,Active
501476,101260,Savings,2022-10-06,16656,Active
501477,101261,Salary,2022-04-15,147878,Active
501478,101262,Current,2023-04-25,17775,Active
501479,101262,Savings,2024-01-21,127641,Active
501480,101263,Savings,2023-02-05,54270,Inactive
501481,101264,Current,2022-12-17,24234,Active
501482,101265,Savings,2023-09-07,22301,Active
501483,101265,Current,2023-10-07,26377,Active
501484,101266,Savings,2023-06-25,29351,Active
501485,101267,Salary,2023-04-24,73786,Active
501486,101268,Salary,2022-05-31,9667,Active
501487,101269,Current,2023-09-06,10456,Inactive
501488,101270,Current,2022-02-04,22405,Frozen
501489,101271,Savings,2024-01-02,40248,Active
501490,101272,Savings,2023-10-01,77600,Active
501491,101273,Salary,2022-08-21,30851,Active
501492,101274,Savings,2023-06-04,9815,Active
501493,101275,Savings,2022-07-20,11818,Active
501494,101275,Savings,2023-06-07,4350,Active
501495,101276,Salary,2024-04-29,53212,Active
501496,101277,Savings,2023-05-02,31365,Active
501497,101278,Savings,2022-01-08,4706,Inactive
501498,101279,Salary,2022-05-20,9298,Active
501499,101279,Savings,2022-09-08,19236,Active
501500,101280,Current,2024-03-10,15485,Inactive
501501,101281,Savings,2024-01-22,5941,Active
501502,101281,Savings,2022-02-04,11314,Inactive
501503,101282,Salary,2023-12-20,7122,Active
501504,101283,Salary,2023-03-28,13393,Active
501505,101284,Savings,2024-01-24,12369,Active
501506,101285,Salary,2024-02-14,7320,Active
501507,101286,Salary,2022-01-07,26478,Active
501508,101287,Savings,2022-04-14,28605,Active
501509,101288,Savings,2022-08-11,13323,Active
501510,101289,Salary,2022-02-13,6821,Inactive
501511,101290,Savings,2023-02-15,42620,Active
501512,101291,Savings,2022-03-20,15657,Active
501513,101292,Current,2024-04-17,21549,Active
501514,101293,Savings,2022-12-15,10655,Active
501515,101294,Current,2024-04-15,17987,Active
501516,101295,Salary,2022-12-27,9220,Active
501517,101296,Current,2023-09-30,22114,Inactive
501518,101297,Salary,2023-05-22,77780,Active
501519,101298,Savings,2023-12-19,46920,Active
501520,101298,Savings,2022-04-04,38264,Active
501521,101299,Savings,2022-04-20,8390,Active
501522,101300,Savings,2022-03-01,47441,Active
501523,101300,Current,2022-03-05,17106,Active
501524,101301,Savings,2022-03-08,70031,Active
501525,101302,Salary,2022-12-16,21821,Active
501526,101303,Savings,2024-04-15,56777,Active
501527,101304,Savings,2022-04-27,10605,Active
501528,101305,Salary,2022-09-03,14454,Active
501529,101305,Savings,2023-02-22,12219,Active
501530,101306,Savings,2023-04-27,17028,Active
501531,101307,Savings,2023-04-21,13530,Active
501532,101308,Savings,2024-04-27,23540,Active
501533,101309,Savings,2022-01-16,19208,Active
501534,101310,Savings,2023-05-04,48453,Inactive
501535,101310,Current,2023-01-13,43013,Active
501536,101311,Current,2023-07-31,51960,Active
501537,101312,Current,2023-10-08,9972,Active
501538,101313,Savings,2023-07-09,61692,Active
501539,101313,Current,2022-07-31,15378,Active
501540,101314,Savings,2023-05-18,15071,Active
501541,101315,Salary,2022-08-29,16347,Active
501542,101316,Savings,2023-01-17,30127,Active
501543,101317,Savings,2024-02-29,69759,Active
501544,101318,Savings,2022-06-19,11771,Active
501545,101318,Current,2023-10-17,35219,Active
501546,101319,Savings,2023-02-24,12133,Active
501547,101320,Savings,2022-07-28,5423,Active
501548,101321,Savings,2023-04-20,72759,Active
501549,101322,Current,2023-11-08,3327,Active
501550,101323,Savings,2024-01-18,51644,Active
501551,101324,Savings,2022-01-06,43576,Active
501552,101325,Savings,2023-08-12,6683,Active
501553,101325,Savings,2022-11-27,13390,Active
501554,101326,Salary,2023-04-20,39158,Inactive
501555,101327,Savings,2024-02-07,22171,Active
501556,101328,Current,2022-08-20,14244,Active
501557,101329,Current,2022-01-27,19391,Active
501558,101330,Current,2023-06-08,30150,Active
501559,101331,Savings,2022-12-02,3556,Active
501560,101331,Savings,2024-03-30,29011,Inactive
501561,101332,Savings,2022-12-21,15781,Inactive
501562,101333,Savings,2023-11-25,4196,Active
501563,101333,Savings,2022-09-16,90453,Active
501564,101334,Savings,2023-10-09,25700,Active
501565,101335,Savings,2023-03-30,29240,Active
501566,101336,Current,2022-04-08,31136,Active
501567,101337,Savings,2022-04-13,48307,Active
501568,101338,Savings,2022-10-15,31243,Active
501569,101339,Savings,2022-02-09,72120,Active
501570,101340,Savings,2023-03-15,25836,Active
501571,101341,Savings,2023-09-24,54162,Inactive
501572,101342,Savings,2023-06-20,14420,Active
501573,101342,Savings,2023-09-24,9004,Active
501574,101343,Savings,2024-03-21,7409,Active
501575,101344,Savings,2023-09-24,46761,Active
501576,101345,Savings,2023-08-12,17900,Active
501577,101345,Savings,2023-10-17,107712,Active
501578,101346,Savings,2022-02-22,27368,Active
501579,101347,Salary,2022-10-24,31643,Active
501580,101348,Savings,2022-07-29,19258,Active
501581,101348,Savings,2023-10-12,34727,Active
501582,101349,Savings,2024-04-21,12491,Inactive
501583,101350,Savings,2022-09-09,22947,Active
501584,101351,Current,2023-08-08,12627,Active
501585,101352,Savings,2023-03-26,13359,Active
501586,101353,Salary,2023-05-15,44076,Frozen
501587,101354,Savings,2022-09-23,30478,Active
501588,101355,Salary,2022-07-28,28576,Active
501589,101356,Savings,2022-07-07,4900,Active
501590,101357,Salary,2022-05-28,7700,Active
501591,101358,Savings,2022-05-01,78824,Active
501592,101359,Salary,2022-06-27,8719,Active
501593,101359,Salary,2022-11-06,22156,Inactive
501594,101360,Salary,2022-03-11,8142,Active
501595,101361,Savings,2024-01-18,5842,Active
501596,101362,Salary,2023-04-15,39689,Active
501597,101362,Savings,2023-08-24,25016,Inactive
501598,101363,Salary,2022-03-10,8163,Active
501599,101364,Savings,2022-02-02,45339,Active
501600,101364,Salary,2024-02-18,11777,Active
501601,101365,Current,2024-01-13,23446,Active
501602,101366,Salary,2022-08-29,30349,Active
501603,101366,Savings,2022-10-03,15812,Active
501604,101367,Savings,2023-01-28,8857,Active
501605,101368,Current,2022-08-01,63378,Active
501606,101369,Savings,2022-09-01,36055,Active
501607,101370,Savings,2022-05-02,28357,Active
501608,101370,Salary,2022-09-25,6427,Active
501609,101371,Current,2023-10-13,31965,Active
501610,101372,Savings,2022-05-17,64768,Active
501611,101373,Savings,2022-01-18,17875,Active
501612,101373,Savings,2023-01-14,7843,Active
501613,101374,Savings,2022-12-25,68946,Active
501614,101375,Savings,2023-06-30,13063,Active
501615,101376,Savings,2023-11-05,32539,Active
501616,101377,Savings,2022-08-05,26520,Active
501617,101378,Salary,2023-10-14,11297,Active
501618,101379,Savings,2024-02-29,27188,Active
501619,101380,Current,2022-01-12,6292,Active
501620,101381,Savings,2023-09-09,61216,Inactive
501621,101382,Savings,2024-01-12,68703,Active
501622,101383,Salary,2023-09-04,15286,Active
501623,101384,Salary,2022-12-13,76396,Active
501624,101385,Savings,2022-11-04,23470,Active
501625,101386,Current,2022-06-10,17245,Active
501626,101387,Savings,2022-10-18,11067,Active
501627,101388,Salary,2022-08-08,104835,Active
501628,101389,Savings,2023-07-13,46441,Active
501629,101389,Savings,2022-02-21,85030,Active
501630,101390,Savings,2023-04-14,16319,Active
501631,101391,Salary,2024-02-20,43015,Active
501632,101391,Savings,2022-01-28,50151,Active
501633,101392,Savings,2022-11-02,15167,Active
501634,101393,Savings,2022-10-26,8684,Active
501635,101394,Savings,2023-06-29,10971,Active
501636,101395,Salary,2023-12-06,33428,Active
501637,101396,Current,2023-06-10,16001,Active
501638,101397,Savings,2023-10-27,13922,Active
501639,101398,Savings,2022-03-29,27582,Active
501640,101399,Savings,2023-06-24,113451,Active
501641,101399,Savings,2023-07-04,8377,Active
501642,101400,Current,2023-09-11,25338,Active
501643,101401,Savings,2022-01-22,5241,Active
501644,101402,Current,2024-04-23,32134,Inactive
501645,101403,Current,2024-01-06,28192,Active
501646,101404,Salary,2022-04-21,15555,Active
501647,101405,Salary,2023-08-01,11098,Active
501648,101405,Current,2023-10-31,12115,Active
501649,101406,Savings,2024-04-04,26614,Active
501650,101406,Savings,2022-01-14,53374,Inactive
501651,101407,Current,2023-08-07,43505,Active
501652,101407,Current,2022-01-03,39409,Active
501653,101408,Savings,2022-05-01,16110,Active
501654,101409,Savings,2022-09-09,22133,Active
501655,101410,Salary,2022-12-11,21773,Active
501656,101411,Current,2022-12-24,39519,Active
501657,101412,Savings,2024-04-25,56852,Active
501658,101413,Savings,2023-10-01,17717,Active
501659,101414,Savings,2023-09-19,15690,Active
501660,101414,Savings,2022-05-17,10819,Frozen
501661,101415,Savings,2023-11-10,41038,Active
501662,101416,Savings,2022-07-26,68321,Active
501663,101417,Current,2024-02-04,28174,Active
501664,101417,Current,2023-07-21,5988,Active
501665,101418,Current,2023-03-18,121743,Active
501666,101419,Savings,2022-09-30,53192,Active
501667,101420,Savings,2022-01-18,28611,Active
501668,101421,Savings,2023-10-20,71192,Active
501669,101421,Salary,2022-04-08,3727,Active
501670,101422,Savings,2022-06-06,14999,Active
501671,101423,Savings,2022-05-14,8078,Active
501672,101424,Current,2022-04-13,126567,Active
501673,101425,Savings,2023-06-13,8793,Active
501674,101426,Current,2022-09-15,24543,Active
501675,101426,Savings,2024-01-14,62901,Active
501676,101427,Savings,2022-12-25,16367,Active
501677,101428,Salary,2022-06-20,13652,Frozen
501678,101429,Salary,2024-01-09,106434,Frozen
501679,101430,Savings,2022-02-15,22053,Active
501680,101431,Savings,2023-12-15,124207,Active
501681,101432,Savings,2024-02-28,29274,Active
501682,101433,Savings,2023-02-24,22665,Active
501683,101434,Savings,2024-01-25,23514,Active
501684,101435,Savings,2023-01-07,9324,Active
501685,101435,Savings,2023-11-05,7064,Active
501686,101436,Savings,2022-01-30,16160,Active
501687,101437,Current,2023-03-31,15594,Active
501688,101438,Salary,2022-01-21,1237,Active
501689,101439,Salary,2023-10-15,10969,Active
501690,101439,Savings,2022-03-08,27538,Active
501691,101440,Current,2022-09-09,9749,Active
501692,101441,Savings,2024-04-29,12690,Active
501693,101442,Savings,2023-01-09,20082,Inactive
501694,101443,Savings,2022-12-04,39762,Active
501695,101443,Savings,2024-03-15,4768,Inactive
501696,101444,Salary,2023-11-28,69289,Active
501697,101444,Salary,2023-02-02,10483,Active
501698,101445,Savings,2022-02-07,34132,Active
501699,101446,Savings,2022-09-25,28034,Active
501700,101447,Savings,2022-02-18,34661,Inactive
501701,101448,Savings,2024-04-10,6711,Active
501702,101449,Savings,2022-08-05,12766,Inactive
501703,101449,Current,2024-01-30,18367,Active
501704,101450,Savings,2023-07-05,8860,Active
501705,101451,Current,2024-03-08,14896,Active
501706,101451,Salary,2024-01-24,7863,Active
501707,101452,Salary,2023-01-07,9108,Active
501708,101453,Current,2024-01-12,19792,Active
501709,101454,Salary,2023-06-22,24237,Inactive
501710,101455,Salary,2023-07-07,62701,Active
501711,101456,Savings,2023-02-03,3316,Active
501712,101457,Savings,2023-06-13,32678,Inactive
501713,101457,Savings,2022-12-29,11419,Active
501714,101458,Savings,2023-12-24,72129,Active
501715,101458,Savings,2022-04-29,21166,Active
501716,101459,Salary,2023-08-08,9180,Active
501717,101460,Savings,2023-02-09,7415,Active
501718,101461,Savings,2023-02-27,29201,Active
501719,101462,Savings,2023-11-26,31426,Active
501720,101463,Savings,2023-01-07,37949,Active
501721,101464,Salary,2022-08-21,4434,Inactive
501722,101465,Salary,2024-04-14,28078,Active
501723,101466,Salary,2022-01-07,5163,Active
501724,101467,Savings,2024-04-16,8079,Active
501725,101468,Savings,2023-12-17,25862,Active
501726,101469,Savings,2022-11-04,62186,Active
501727,101470,Savings,2022-08-07,85081,Active
501728,101470,Savings,2022-03-03,3142,Inactive
501729,101471,Savings,2022-04-18,14261,Active
501730,101472,Savings,2023-04-18,50845,Active
501731,101473,Salary,2022-07-04,20335,Active
501732,101474,Current,2023-08-04,8900,Active
501733,101475,Savings,2024-02-20,17686,Active
501734,101476,Current,2023-02-12,138271,Inactive
501735,101477,Salary,2023-12-01,8600,Inactive
501736,101477,Savings,2022-06-20,43527,Active
501737,101478,Savings,2022-01-22,3536,Active
501738,101478,Savings,2022-08-14,37746,Active
501739,101479,Savings,2024-04-26,6409,Active
501740,101479,Savings,2022-12-08,106626,Active
501741,101480,Current,2024-01-06,6063,Active
501742,101481,Savings,2022-06-03,19405,Active
501743,101482,Savings,2023-02-28,11599,Inactive
501744,101483,Salary,2023-01-05,51190,Active
501745,101484,Savings,2023-09-18,6936,Active
501746,101485,Savings,2023-09-27,54851,Active
501747,101486,Savings,2022-11-01,78038,Active
501748,101487,Savings,2022-11-19,22224,Active
501749,101488,Current,2022-05-16,22271,Active
501750,101489,Savings,2022-09-19,69437,Active
501751,101490,Savings,2022-03-13,18857,Active
501752,101491,Savings,2022-12-22,28756,Active
501753,101492,Savings,2022-07-02,35950,Active
501754,101493,Savings,2022-07-13,36025,Active
501755,101494,Salary,2022-04-20,21595,Active
501756,101494,Savings,2023-11-30,15903,Inactive
501757,101495,Current,2022-03-03,29714,Active
501758,101496,Salary,2022-10-04,87759,Active
501759,101496,Current,2022-07-24,85973,Active
501760,101497,Savings,2022-11-29,6759,Active
501761,101497,Salary,2024-04-10,15222,Active
501762,101498,Salary,2022-08-04,26349,Active
501763,101499,Current,2022-04-10,30442,Active
501764,101500,Current,2023-07-30,23757,Active
501765,101501,Savings,2023-10-06,6558,Active
501766,101502,Current,2023-09-23,5800,Active
501767,101503,Savings,2023-10-08,14453,Active
501768,101504,Savings,2022-01-08,30332,Active
501769,101505,Savings,2024-03-01,26122,Inactive
501770,101506,Current,2022-02-05,5550,Active
501771,101507,Savings,2022-07-06,10315,Active
501772,101508,Current,2022-10-02,20847,Active
501773,101509,Savings,2022-09-23,37609,Active
501774,101510,Savings,2023-03-22,22140,Active
501775,101511,Savings,2022-06-30,19885,Active
501776,101512,Savings,2023-12-16,11115,Inactive
501777,101513,Savings,2023-06-19,24428,Frozen
501778,101514,Salary,2023-12-09,56103,Active
501779,101514,Savings,2023-12-27,7394,Active
501780,101515,Savings,2023-12-16,41821,Inactive
501781,101515,Savings,2022-09-20,27726,Active
501782,101516,Savings,2023-03-23,14454,Active
501783,101517,Salary,2022-07-28,24415,Active
501784,101518,Savings,2023-07-17,23175,Active
501785,101519,Savings,2022-02-16,22087,Active
501786,101520,Savings,2022-08-25,116081,Active
501787,101520,Salary,2023-03-25,29040,Inactive
501788,101521,Savings,2023-03-05,28021,Active
501789,101522,Current,2022-12-28,7704,Active
501790,101523,Savings,2023-06-30,44182,Active
501791,101524,Salary,2024-01-31,12430,Active
501792,101525,Salary,2024-02-21,32694,Active
501793,101526,Savings,2022-11-28,9854,Active
501794,101527,Salary,2022-08-06,29489,Active
501795,101528,Savings,2023-04-06,27925,Active
501796,101529,Savings,2022-08-08,9518,Active
501797,101530,Salary,2024-04-18,28282,Active
501798,101531,Savings,2023-10-26,25387,Active
501799,101532,Salary,2023-07-11,32982,Active
501800,101533,Salary,2023-12-23,49037,Active
501801,101534,Current,2023-10-27,27008,Active
501802,101534,Current,2022-01-10,12255,Active
501803,101535,Savings,2022-01-13,15250,Active
501804,101536,Current,2023-09-02,14035,Active
501805,101537,Savings,2022-01-20,35932,Frozen
501806,101538,Savings,2022-03-22,16699,Active
501807,101539,Salary,2022-07-20,24135,Active
501808,101539,Savings,2022-04-24,5398,Active
501809,101540,Savings,2024-03-13,25163,Active
501810,101541,Current,2023-10-07,24737,Active
501811,101542,Savings,2023-06-11,13065,Inactive
501812,101542,Savings,2023-11-14,11255,Active
501813,101543,Savings,2023-05-31,38335,Active
501814,101544,Current,2023-01-02,8519,Active
501815,101545,Savings,2023-03-10,36591,Active
501816,101546,Savings,2022-07-05,34369,Active
