ticket_id,customer_id,ticket_date,issue_type,resolution_status,resolution_days
302306,100877,2024-02-17,App Issue,Open,4
302307,100286,2024-03-12,Refund Delay,Resolved,2
302308,101096,2024-04-02,Failed Transaction,Resolved,3
302309,100549,2024-02-20,App Issue,Resolved,3
302310,101786,2024-02-14,Failed Transaction,Resolved,1
302311,100681,2024-02-13,App Issue,Resolved,1
302312,100827,2024-02-28,App Issue,Escalated,7
302313,100921,2024-02-05,Refund Delay,Resolved,2
302314,100150,2024-01-17,Failed Transaction,Resolved,1
302315,100152,2024-04-08,Failed Transaction,Open,15
302316,101826,2024-01-23,App Issue,Resolved,4
302317,101012,2024-01-25,App Issue,Resolved,1
302318,101726,2024-03-06,App Issue,Resolved,10
302319,100346,2024-04-06,Account Service,Resolved,7
302320,100447,2024-02-08,Fraud Concern,Open,10
302321,101185,2024-03-03,Failed Transaction,Open,2
302322,100140,2024-01-17,Failed Transaction,Open,3
302323,100585,2024-03-24,Refund Delay,Escalated,4
302324,100389,2024-01-09,Account Service,Resolved,1
302325,100771,2024-03-14,Refund Delay,Resolved,3
302326,100776,2024-03-20,Failed Transaction,Resolved,5
302327,101303,2024-02-04,Fraud Concern,Open,7
302328,100319,2024-03-08,App Issue,Open,1
302329,100114,2024-03-23,Fraud Concern,Resolved,2
302330,100072,2024-04-28,App Issue,Resolved,7
302331,100932,2024-02-18,Refund Delay,Open,2
302332,101777,2024-04-01,Failed Transaction,Open,2
302333,101703,2024-03-04,App Issue,Resolved,4
302334,101987,2024-03-19,Refund Delay,Open,3
302335,100443,2024-03-14,App Issue,Open,10
302336,101485,2024-02-02,Failed Transaction,Resolved,7
302337,101299,2024-02-19,Failed Transaction,Open,2
302338,100200,2024-04-13,Fraud Concern,Resolved,2
302339,101775,2024-01-11,Account Service,Resolved,1
302340,101104,2024-04-05,App Issue,Resolved,4
302341,100238,2024-04-15,Fraud Concern,Resolved,3
302342,101265,2024-02-20,App Issue,Escalated,2
302343,101094,2024-03-21,Failed Transaction,Resolved,3
302344,100453,2024-01-28,App Issue,Resolved,10
302345,100520,2024-02-13,App Issue,Resolved,2
302346,100727,2024-02-02,App Issue,Resolved,10
302347,101971,2024-04-10,App Issue,Resolved,3
302348,100746,2024-03-03,Failed Transaction,Open,15
302349,101853,2024-04-14,App Issue,Resolved,4
302350,101217,2024-02-16,Failed Transaction,Resolved,5
302351,101033,2024-04-23,Failed Transaction,Open,10
302352,101531,2024-04-15,Refund Delay,Resolved,5
302353,101223,2024-03-10,Refund Delay,Resolved,4
302354,101664,2024-03-07,Failed Transaction,Open,3
302355,100864,2024-01-07,Failed Transaction,Resolved,5
302356,101008,2024-01-26,App Issue,Resolved,10
302357,101827,2024-04-19,App Issue,Resolved,3
302358,101726,2024-01-18,Failed Transaction,Resolved,7
302359,100289,2024-02-03,Failed Transaction,Resolved,4
302360,101456,2024-02-24,Account Service,Open,4
302361,101606,2024-03-07,Failed Transaction,Resolved,2
302362,100670,2024-03-10,Account Service,Resolved,7
302363,101785,2024-01-10,Fraud Concern,Resolved,15
302364,101106,2024-02-03,App Issue,Escalated,7
302365,100619,2024-03-05,App Issue,Resolved,3
302366,100372,2024-04-01,App Issue,Resolved,10
302367,100788,2024-03-12,App Issue,Open,10
302368,101709,2024-02-26,App Issue,Open,2
302369,101217,2024-01-16,Failed Transaction,Open,10
302370,100127,2024-02-15,Failed Transaction,Open,10
302371,101084,2024-04-12,App Issue,Open,1
302372,100622,2024-03-13,Failed Transaction,Resolved,7
302373,100800,2024-04-12,Refund Delay,Resolved,4
302374,101615,2024-01-17,Refund Delay,Resolved,2
302375,100173,2024-01-15,App Issue,Resolved,7
302376,100360,2024-01-29,Account Service,Open,4
302377,100442,2024-02-13,App Issue,Resolved,5
302378,101678,2024-03-24,Refund Delay,Open,4
302379,100334,2024-03-17,App Issue,Open,10
302380,100891,2024-04-19,Failed Transaction,Resolved,4
302381,100652,2024-04-28,Account Service,Resolved,10
302382,101644,2024-03-29,Account Service,Open,2
302383,100806,2024-01-09,App Issue,Resolved,4
302384,101208,2024-02-11,App Issue,Open,1
302385,100295,2024-02-07,Failed Transaction,Resolved,3
302386,100751,2024-04-05,Fraud Concern,Open,7
302387,101591,2024-02-26,Failed Transaction,Resolved,5
302388,100485,2024-01-27,Refund Delay,Open,3
302389,100919,2024-02-03,Failed Transaction,Resolved,7
302390,100308,2024-03-03,App Issue,Resolved,10
302391,100497,2024-01-23,Fraud Concern,Escalated,15
302392,100275,2024-01-04,App Issue,Resolved,5
302393,100607,2024-04-20,Fraud Concern,Escalated,2
302394,100073,2024-02-26,App Issue,Resolved,2
302395,100128,2024-03-16,Failed Transaction,Resolved,5
302396,101907,2024-02-03,Fraud Concern,Open,15
302397,100498,2024-01-13,Refund Delay,Resolved,2
302398,101640,2024-02-11,Refund Delay,Resolved,10
302399,101062,2024-03-17,Fraud Concern,Open,4
302400,101141,2024-02-17,App Issue,Resolved,10
302401,100691,2024-04-28,Failed Transaction,Resolved,5
302402,100247,2024-04-16,Failed Transaction,Open,3
302403,101589,2024-04-18,Failed Transaction,Open,1
302404,101626,2024-03-28,Account Service,Resolved,2
302405,101029,2024-03-24,Account Service,Resolved,5
302406,101593,2024-02-23,Refund Delay,Escalated,10
302407,101021,2024-04-27,Failed Transaction,Escalated,3
302408,100876,2024-04-14,Fraud Concern,Resolved,10
302409,101905,2024-01-17,Refund Delay,Escalated,2
302410,100338,2024-03-10,App Issue,Resolved,15
302411,100876,2024-02-26,Refund Delay,Resolved,15
302412,100747,2024-01-07,Failed Transaction,Resolved,5
302413,101512,2024-04-13,Account Service,Open,2
302414,100106,2024-01-21,Refund Delay,Resolved,4
302415,100396,2024-02-20,Failed Transaction,Open,4
302416,101290,2024-03-21,Refund Delay,Resolved,4
302417,101986,2024-04-07,App Issue,Resolved,7
302418,100814,2024-02-15,App Issue,Resolved,5
302419,100056,2024-02-11,Failed Transaction,Resolved,10
302420,101717,2024-04-15,Failed Transaction,Resolved,1
302421,100408,2024-02-02,Failed Transaction,Resolved,15
302422,100506,2024-01-26,Fraud Concern,Open,15
302423,101513,2024-05-02,Fraud Concern,Resolved,5
302424,100668,2024-01-20,App Issue,Resolved,4
302425,100610,2024-03-06,Failed Transaction,Escalated,2
302426,101459,2024-01-09,Failed Transaction,Escalated,4
302427,101867,2024-04-09,Refund Delay,Resolved,10
302428,101022,2024-04-26,Failed Transaction,Open,7
302429,100886,2024-04-29,Fraud Concern,Resolved,15
302430,100842,2024-02-05,Refund Delay,Resolved,5
302431,101580,2024-03-13,Failed Transaction,Resolved,15
302432,100758,2024-01-24,Refund Delay,Resolved,7
302433,101735,2024-03-24,Failed Transaction,Open,4
302434,101739,2024-01-18,Fraud Concern,Resolved,7
302435,101732,2024-04-30,Failed Transaction,Resolved,3
302436,101569,2024-02-29,Failed Transaction,Resolved,15
302437,100478,2024-01-11,App Issue,Resolved,15
302438,100988,2024-01-18,App Issue,Resolved,7
302439,101139,2024-01-27,App Issue,Resolved,10
302440,101705,2024-04-05,Refund Delay,Resolved,2
302441,100696,2024-04-11,App Issue,Resolved,1
302442,101576,2024-02-24,Failed Transaction,Open,10
302443,101902,2024-02-27,Refund Delay,Resolved,2
302444,100716,2024-02-11,Account Service,Resolved,7
302445,101927,2024-04-12,Failed Transaction,Open,15
302446,100937,2024-04-06,Refund Delay,Resolved,2
302447,101604,2024-02-15,Account Service,Resolved,3
302448,101121,2024-01-22,Fraud Concern,Resolved,3
302449,100189,2024-03-29,Failed Transaction,Resolved,1
302450,101265,2024-04-11,Refund Delay,Resolved,15
302451,100364,2024-03-31,App Issue,Open,3
302452,100750,2024-02-18,App Issue,Resolved,15
302453,101111,2024-04-18,Failed Transaction,Resolved,5
302454,100857,2024-03-01,Refund Delay,Resolved,3
302455,100941,2024-01-16,Account Service,Resolved,4
302456,100594,2024-01-05,App Issue,Resolved,2
302457,101280,2024-04-25,App Issue,Open,1
302458,101574,2024-02-06,Failed Transaction,Resolved,4
302459,100251,2024-01-07,App Issue,Open,3
302460,101325,2024-04-29,Refund Delay,Resolved,10
302461,100542,2024-01-16,Refund Delay,Open,10
302462,100105,2024-04-18,Failed Transaction,Open,15
302463,101144,2024-02-02,App Issue,Resolved,2
302464,101583,2024-04-09,Account Service,Open,15
302465,100798,2024-02-18,Fraud Concern,Resolved,15
302466,101234,2024-02-13,App Issue,Resolved,1
302467,101775,2024-03-13,Account Service,Open,2
302468,101185,2024-02-09,Refund Delay,Resolved,10
302469,100613,2024-04-10,Failed Transaction,Resolved,2
302470,101449,2024-01-30,App Issue,Open,15
302471,100501,2024-02-09,Failed Transaction,Resolved,4
302472,101895,2024-01-23,Refund Delay,Resolved,10
302473,101579,2024-03-06,Failed Transaction,Resolved,2
302474,100067,2024-04-25,Refund Delay,Escalated,1
302475,100610,2024-01-07,Failed Transaction,Resolved,5
302476,100654,2024-04-17,Refund Delay,Resolved,10
302477,100350,2024-01-23,Fraud Concern,Resolved,5
302478,100921,2024-01-10,App Issue,Resolved,7
302479,101915,2024-01-06,Failed Transaction,Resolved,5
302480,101494,2024-02-15,Refund Delay,Resolved,15
302481,101074,2024-04-25,Failed Transaction,Open,3
302482,101664,2024-04-25,Refund Delay,Resolved,4
302483,100724,2024-01-11,Failed Transaction,Open,4
302484,101058,2024-02-17,Refund Delay,Resolved,7
302485,100108,2024-02-14,Fraud Concern,Resolved,2
302486,100357,2024-02-28,App Issue,Resolved,4
302487,101803,2024-04-06,Refund Delay,Open,10
302488,100377,2024-02-03,Failed Transaction,Resolved,2
302489,101399,2024-04-16,Fraud Concern,Resolved,3
302490,101581,2024-03-16,Refund Delay,Resolved,7
302491,101527,2024-03-18,Failed Transaction,Resolved,5
302492,101677,2024-01-28,App Issue,Resolved,7
302493,100601,2024-01-07,Account Service,Open,7
302494,100014,2024-03-16,Fraud Concern,Resolved,15
302495,101524,2024-02-11,App Issue,Open,10
302496,101849,2024-04-09,Refund Delay,Escalated,3
302497,101990,2024-03-24,Failed Transaction,Open,4
302498,100846,2024-03-16,Refund Delay,Resolved,4
302499,101172,2024-02-23,Refund Delay,Resolved,7
302500,100601,2024-01-08,App Issue,Resolved,7
302501,101324,2024-01-24,Failed Transaction,Resolved,5
302502,100244,2024-02-23,Refund Delay,Open,7
302503,100942,2024-03-19,Failed Transaction,Resolved,3
302504,100551,2024-02-23,App Issue,Open,2
302505,101708,2024-02-29,Refund Delay,Resolved,3
302506,100640,2024-03-13,Fraud Concern,Resolved,10
302507,100701,2024-04-20,Failed Transaction,Resolved,1
302508,100573,2024-03-30,App Issue,Resolved,3
302509,100303,2024-01-14,Refund Delay,Resolved,7
302510,100726,2024-02-10,Refund Delay,Resolved,10
302511,100517,2024-02-19,Refund Delay,Open,10
302512,100063,2024-02-17,Fraud Concern,Open,3
302513,100138,2024-02-25,Refund Delay,Resolved,4
302514,100810,2024-03-28,App Issue,Open,10
302515,100705,2024-02-18,Refund Delay,Resolved,1
302516,100614,2024-02-02,Refund Delay,Resolved,1
302517,101671,2024-01-14,App Issue,Resolved,4
302518,100895,2024-04-07,Failed Transaction,Resolved,15
302519,100586,2024-02-27,Refund Delay,Resolved,3
302520,101514,2024-03-06,App Issue,Resolved,1
302521,101686,2024-03-06,Failed Transaction,Resolved,1
302522,100005,2024-04-10,Refund Delay,Resolved,15
302523,100596,2024-01-04,Failed Transaction,Escalated,4
302524,101006,2024-03-08,Refund Delay,Resolved,10
302525,101488,2024-03-01,App Issue,Resolved,3
302526,101025,2024-01-18,Failed Transaction,Resolved,7
302527,101626,2024-04-14,Failed Transaction,Resolved,10
302528,101798,2024-01-28,Failed Transaction,Resolved,7
302529,100664,2024-04-09,Failed Transaction,Open,2
302530,100527,2024-01-04,App Issue,Resolved,15
302531,100217,2024-03-07,Failed Transaction,Resolved,15
302532,100501,2024-02-23,Refund Delay,Resolved,5
302533,101497,2024-02-02,Refund Delay,Resolved,7
302534,101595,2024-04-12,Failed Transaction,Escalated,10
302535,100024,2024-04-22,App Issue,Resolved,7
302536,101386,2024-02-10,App Issue,Open,4
302537,101503,2024-01-05,Failed Transaction,Open,3
302538,101337,2024-03-30,Failed Transaction,Resolved,5
302539,101768,2024-04-06,Failed Transaction,Resolved,4
302540,101168,2024-04-04,Failed Transaction,Open,3
302541,101726,2024-04-18,Failed Transaction,Resolved,7
302542,100648,2024-01-14,Refund Delay,Resolved,5
302543,100064,2024-01-05,App Issue,Resolved,5
302544,100044,2024-03-06,Refund Delay,Resolved,7
302545,100012,2024-03-17,Refund Delay,Resolved,1
302546,101215,2024-04-25,Refund Delay,Escalated,2
302547,100470,2024-03-07,App Issue,Resolved,10
302548,101994,2024-04-10,Failed Transaction,Resolved,4
302549,100163,2024-02-17,Failed Transaction,Resolved,2
302550,101724,2024-04-04,Refund Delay,Resolved,5
302551,100180,2024-01-11,Failed Transaction,Resolved,3
302552,100611,2024-04-15,Refund Delay,Resolved,7
302553,100794,2024-03-04,Refund Delay,Resolved,4
302554,101898,2024-03-01,Failed Transaction,Resolved,4
302555,101143,2024-01-27,Failed Transaction,Open,4
302556,100952,2024-04-19,Refund Delay,Resolved,3
302557,101533,2024-02-02,Failed Transaction,Open,3
302558,101199,2024-03-15,Failed Transaction,Open,4
302559,101667,2024-02-04,Refund Delay,Resolved,2
302560,101397,2024-01-11,Failed Transaction,Resolved,10
302561,100511,2024-02-29,Failed Transaction,Resolved,2
302562,100467,2024-01-10,Failed Transaction,Resolved,15
302563,101135,2024-03-16,Fraud Concern,Resolved,10
302564,100101,2024-01-12,Refund Delay,Resolved,3
302565,101742,2024-03-03,App Issue,Resolved,15
302566,101414,2024-01-21,Failed Transaction,Resolved,10
302567,100775,2024-02-19,Refund Delay,Resolved,5
302568,100146,2024-01-30,App Issue,Resolved,4
302569,100997,2024-03-04,App Issue,Resolved,7
302570,100775,2024-01-28,App Issue,Open,2
302571,101880,2024-03-23,App Issue,Resolved,10
302572,101579,2024-01-11,Fraud Concern,Open,7
302573,101359,2024-01-07,App Issue,Resolved,2
302574,101102,2024-02-27,Failed Transaction,Resolved,2
302575,101022,2024-01-10,Refund Delay,Open,5
302576,101189,2024-04-23,Account Service,Resolved,5
302577,101143,2024-04-17,Failed Transaction,Resolved,4
302578,100642,2024-03-04,App Issue,Resolved,5
302579,100349,2024-04-24,Failed Transaction,Resolved,15
302580,101428,2024-01-31,Failed Transaction,Resolved,2
302581,101812,2024-04-13,Fraud Concern,Resolved,10
302582,100209,2024-01-07,Failed Transaction,Resolved,1
302583,101577,2024-04-11,Refund Delay,Resolved,1
302584,100500,2024-01-07,Refund Delay,Resolved,5
302585,100539,2024-03-27,Fraud Concern,Resolved,5
302586,101026,2024-01-28,Failed Transaction,Resolved,2
302587,100742,2024-03-10,Fraud Concern,Resolved,4
302588,100538,2024-02-20,Failed Transaction,Open,10
302589,101707,2024-04-30,Refund Delay,Resolved,10
302590,101451,2024-03-19,App Issue,Resolved,3
302591,101912,2024-04-25,Failed Transaction,Escalated,3
302592,101676,2024-01-12,Refund Delay,Resolved,15
302593,100220,2024-02-19,Failed Transaction,Resolved,7
302594,101665,2024-03-31,Refund Delay,Resolved,2
302595,100028,2024-01-03,Refund Delay,Resolved,3
302596,100292,2024-04-18,Failed Transaction,Open,2
302597,100145,2024-04-17,Refund Delay,Open,4
302598,101773,2024-02-11,Refund Delay,Open,2
302599,101336,2024-02-22,Refund Delay,Resolved,7
302600,101082,2024-03-31,Failed Transaction,Resolved,15
302601,100672,2024-03-04,Account Service,Resolved,5
302602,100903,2024-02-16,Failed Transaction,Escalated,10
302603,100346,2024-04-03,Refund Delay,Resolved,4
302604,101882,2024-01-06,App Issue,Resolved,3
302605,100458,2024-03-05,Refund Delay,Open,1
302606,100895,2024-01-17,Failed Transaction,Resolved,2
302607,100119,2024-04-13,Refund Delay,Open,2
302608,101371,2024-01-19,Failed Transaction,Resolved,7
302609,100601,2024-02-27,Failed Transaction,Resolved,15
302610,100945,2024-02-02,Failed Transaction,Escalated,4
302611,100764,2024-01-26,Fraud Concern,Resolved,10
302612,101779,2024-02-16,Failed Transaction,Resolved,1
302613,101181,2024-03-01,Account Service,Resolved,15
302614,100518,2024-02-24,App Issue,Resolved,3
302615,101101,2024-02-16,Failed Transaction,Open,4
302616,101914,2024-03-19,Failed Transaction,Escalated,2
302617,101494,2024-01-29,App Issue,Resolved,4
302618,101626,2024-03-04,App Issue,Escalated,2
302619,100638,2024-01-06,Fraud Concern,Resolved,7
302620,100976,2024-01-23,Failed Transaction,Resolved,2
302621,101157,2024-03-14,Refund Delay,Resolved,4
302622,101403,2024-02-24,Refund Delay,Resolved,2
302623,101218,2024-01-30,Fraud Concern,Resolved,5
302624,100843,2024-03-05,App Issue,Resolved,10
302625,101611,2024-04-25,Fraud Concern,Resolved,2
302626,101437,2024-01-27,Refund Delay,Resolved,15
302627,100011,2024-03-22,Account Service,Open,5
302628,100633,2024-01-15,App Issue,Resolved,10
302629,100378,2024-04-19,App Issue,Resolved,5
302630,101444,2024-03-05,App Issue,Resolved,7
302631,100274,2024-01-27,Failed Transaction,Open,10
302632,100751,2024-02-26,Failed Transaction,Resolved,15
302633,101439,2024-03-29,Refund Delay,Resolved,3
302634,101921,2024-02-26,Refund Delay,Resolved,15
302635,101270,2024-03-22,Failed Transaction,Resolved,15
302636,101378,2024-01-10,Failed Transaction,Resolved,5
302637,100222,2024-03-24,Refund Delay,Resolved,4
302638,101225,2024-02-10,Refund Delay,Resolved,3
302639,100691,2024-01-10,Failed Transaction,Resolved,1
302640,101521,2024-04-25,Refund Delay,Resolved,10
302641,101132,2024-04-23,Failed Transaction,Open,15
302642,100395,2024-03-16,Fraud Concern,Open,5
302643,101958,2024-04-28,App Issue,Open,3
302644,101989,2024-01-28,Failed Transaction,Resolved,4
302645,100570,2024-03-07,Account Service,Resolved,10
302646,100718,2024-03-09,Account Service,Resolved,1
302647,100008,2024-04-27,Fraud Concern,Open,3
302648,100670,2024-02-20,Failed Transaction,Resolved,4
302649,100622,2024-02-29,Failed Transaction,Resolved,10
302650,101110,2024-02-14,Account Service,Open,7
302651,100836,2024-01-22,Failed Transaction,Resolved,7
302652,100932,2024-01-26,Account Service,Resolved,1
302653,101444,2024-02-19,Account Service,Resolved,3
302654,100883,2024-01-19,Refund Delay,Resolved,2
302655,101280,2024-03-08,Failed Transaction,Resolved,2
302656,100785,2024-03-26,App Issue,Resolved,3
302657,100115,2024-01-13,Fraud Concern,Resolved,10
302658,101064,2024-01-23,Fraud Concern,Resolved,10
302659,101305,2024-04-29,Failed Transaction,Resolved,7
302660,100590,2024-01-31,Fraud Concern,Resolved,2
302661,101887,2024-02-29,Fraud Concern,Resolved,15
302662,101650,2024-01-29,Failed Transaction,Resolved,5
302663,101887,2024-03-03,Account Service,Resolved,10
302664,100465,2024-04-22,Failed Transaction,Resolved,3
302665,101205,2024-02-08,Failed Transaction,Resolved,5
302666,100378,2024-04-19,Refund Delay,Resolved,2
302667,101579,2024-02-28,Failed Transaction,Resolved,2
302668,101442,2024-03-26,Fraud Concern,Open,7
302669,101990,2024-01-18,Refund Delay,Resolved,1
302670,100052,2024-04-30,Fraud Concern,Escalated,2
302671,101874,2024-04-12,Failed Transaction,Open,3
302672,100866,2024-02-17,Failed Transaction,Resolved,3
302673,101318,2024-02-09,Failed Transaction,Resolved,7
302674,100403,2024-04-19,Account Service,Resolved,7
302675,101910,2024-02-02,Account Service,Open,15
302676,101777,2024-03-03,Account Service,Resolved,10
302677,101763,2024-03-03,Fraud Concern,Escalated,10
302678,100833,2024-04-06,App Issue,Resolved,5
302679,100117,2024-02-09,App Issue,Resolved,1
302680,101173,2024-04-06,Account Service,Open,1
302681,100575,2024-01-11,App Issue,Resolved,7
302682,100831,2024-01-27,Failed Transaction,Resolved,10
302683,101576,2024-01-24,Account Service,Open,1
302684,100813,2024-04-12,Failed Transaction,Open,1
302685,100106,2024-04-09,App Issue,Resolved,7
302686,101290,2024-02-13,Refund Delay,Open,3
302687,100859,2024-03-04,Fraud Concern,Resolved,5
302688,101211,2024-03-28,Refund Delay,Resolved,10
302689,100003,2024-01-14,App Issue,Resolved,7
302690,100687,2024-03-12,Refund Delay,Resolved,5
302691,100820,2024-02-19,App Issue,Resolved,15
302692,101061,2024-01-09,Refund Delay,Resolved,10
302693,101162,2024-01-21,Failed Transaction,Open,4
302694,101150,2024-01-15,Account Service,Resolved,3
302695,100146,2024-02-21,Failed Transaction,Open,2
302696,100549,2024-02-28,Failed Transaction,Resolved,15
302697,100802,2024-02-18,App Issue,Resolved,1
302698,100226,2024-01-23,Failed Transaction,Resolved,4
302699,100645,2024-02-14,App Issue,Resolved,4
302700,100774,2024-04-16,App Issue,Resolved,5
302701,100270,2024-03-10,App Issue,Open,7
302702,101537,2024-02-24,Failed Transaction,Resolved,5
302703,100593,2024-05-01,Fraud Concern,Resolved,1
302704,101872,2024-04-16,Fraud Concern,Resolved,5
302705,101288,2024-01-04,Failed Transaction,Resolved,15
302706,101473,2024-01-15,Failed Transaction,Open,5
302707,101185,2024-04-17,Fraud Concern,Resolved,3
302708,100762,2024-03-06,Account Service,Open,15
302709,101018,2024-03-16,App Issue,Resolved,15
302710,100204,2024-03-30,Failed Transaction,Resolved,5
302711,100643,2024-01-17,App Issue,Resolved,5
302712,100147,2024-02-28,Failed Transaction,Escalated,2
302713,101156,2024-02-29,Failed Transaction,Resolved,2
302714,100026,2024-02-13,App Issue,Resolved,1
302715,101930,2024-01-17,Failed Transaction,Resolved,1
302716,100465,2024-04-20,Failed Transaction,Resolved,5
302717,100494,2024-04-10,Failed Transaction,Resolved,15
302718,101257,2024-01-08,App Issue,Resolved,7
302719,101215,2024-04-03,Failed Transaction,Resolved,3
302720,101362,2024-02-02,Failed Transaction,Resolved,10
302721,101535,2024-02-06,App Issue,Escalated,3
302722,101619,2024-02-07,App Issue,Resolved,5
302723,101237,2024-01-18,Refund Delay,Open,3
302724,100774,2024-02-29,Failed Transaction,Resolved,2
302725,101246,2024-01-14,Account Service,Open,4
302726,101079,2024-01-19,App Issue,Open,3
302727,101957,2024-03-06,Account Service,Resolved,7
302728,100039,2024-03-25,Account Service,Escalated,5
302729,100863,2024-04-28,App Issue,Resolved,10
302730,100299,2024-01-17,Failed Transaction,Resolved,3
302731,101188,2024-02-05,App Issue,Resolved,7
302732,100673,2024-02-25,App Issue,Resolved,10
302733,100239,2024-01-31,Account Service,Resolved,1
302734,101550,2024-02-11,App Issue,Open,4
302735,101097,2024-03-22,Failed Transaction,Open,7
302736,100170,2024-04-21,Account Service,Open,2
302737,100337,2024-03-16,Refund Delay,Resolved,4
302738,101120,2024-02-26,Fraud Concern,Resolved,3
302739,101931,2024-04-29,Fraud Concern,Resolved,15
302740,101151,2024-04-10,Account Service,Resolved,15
302741,101787,2024-01-19,Fraud Concern,Open,3
302742,101099,2024-02-05,Failed Transaction,Resolved,1
302743,101276,2024-02-14,Failed Transaction,Resolved,10
302744,101900,2024-02-15,Fraud Concern,Resolved,5
302745,100984,2024-04-23,Failed Transaction,Open,1
302746,100300,2024-01-26,Fraud Concern,Open,10
302747,101592,2024-03-19,App Issue,Resolved,15
302748,101054,2024-02-03,Refund Delay,Resolved,5
302749,100085,2024-02-06,Failed Transaction,Resolved,4
302750,101309,2024-04-20,Refund Delay,Open,7
302751,100464,2024-03-16,Failed Transaction,Resolved,15
302752,101342,2024-03-07,Failed Transaction,Resolved,1
302753,100086,2024-01-27,Refund Delay,Escalated,5
302754,101754,2024-01-12,Refund Delay,Open,10
302755,100408,2024-04-17,App Issue,Resolved,10
302756,101987,2024-02-09,App Issue,Resolved,3
302757,100531,2024-04-20,Fraud Concern,Resolved,4
302758,100306,2024-04-13,Refund Delay,Resolved,3
302759,100937,2024-04-14,Fraud Concern,Resolved,5
302760,101755,2024-03-10,Account Service,Resolved,3
302761,101482,2024-04-05,Refund Delay,Resolved,10
302762,100033,2024-03-09,App Issue,Resolved,7
302763,101997,2024-03-16,Refund Delay,Open,5
302764,101058,2024-04-13,Account Service,Resolved,2
302765,101829,2024-03-26,Failed Transaction,Resolved,7
302766,100560,2024-02-03,Failed Transaction,Resolved,10
302767,101151,2024-04-27,App Issue,Resolved,4
302768,101009,2024-01-08,Failed Transaction,Escalated,15
302769,101834,2024-03-11,Account Service,Open,5
302770,100831,2024-03-22,Refund Delay,Resolved,1
302771,101643,2024-03-19,Failed Transaction,Open,5
302772,101439,2024-03-14,Failed Transaction,Resolved,7
302773,100594,2024-03-29,App Issue,Open,10
302774,101174,2024-04-20,Failed Transaction,Open,15
302775,101666,2024-03-23,Refund Delay,Resolved,15
302776,101708,2024-02-11,Fraud Concern,Resolved,3
302777,100503,2024-03-27,Refund Delay,Resolved,15
302778,100031,2024-04-12,App Issue,Resolved,15
302779,100940,2024-03-10,Fraud Concern,Resolved,3
302780,100014,2024-02-04,Refund Delay,Resolved,10
302781,101585,2024-03-19,Fraud Concern,Resolved,2
302782,100811,2024-02-07,Refund Delay,Resolved,3
302783,100774,2024-05-02,Failed Transaction,Resolved,5
302784,101190,2024-01-29,Failed Transaction,Resolved,1
302785,100913,2024-03-16,Failed Transaction,Resolved,1
302786,100689,2024-02-15,Failed Transaction,Resolved,4
302787,101253,2024-02-15,App Issue,Resolved,7
302788,101829,2024-03-15,Refund Delay,Resolved,10
302789,100608,2024-03-27,Failed Transaction,Open,2
302790,101259,2024-01-18,Failed Transaction,Resolved,10
302791,101042,2024-04-19,Failed Transaction,Escalated,5
302792,100193,2024-03-03,Account Service,Resolved,10
302793,101281,2024-02-03,App Issue,Resolved,2
302794,100547,2024-03-28,Fraud Concern,Open,1
302795,101783,2024-04-13,Fraud Concern,Open,3
302796,100676,2024-04-08,Account Service,Resolved,2
302797,101657,2024-03-12,Refund Delay,Open,1
302798,100061,2024-04-21,Failed Transaction,Open,10
302799,100392,2024-04-24,Failed Transaction,Resolved,5
302800,100017,2024-03-16,Failed Transaction,Resolved,10
302801,100759,2024-01-04,Failed Transaction,Resolved,2
302802,100011,2024-01-21,App Issue,Resolved,1
302803,101177,2024-02-26,Account Service,Open,4
302804,101605,2024-03-13,Account Service,Resolved,15
302805,100121,2024-04-02,App Issue,Resolved,4
302806,100802,2024-02-10,App Issue,Resolved,10
302807,101205,2024-03-01,Account Service,Resolved,2
302808,101929,2024-03-11,Failed Transaction,Resolved,10
302809,100169,2024-01-26,Fraud Concern,Open,4
302810,101948,2024-04-28,Refund Delay,Escalated,2
302811,101144,2024-02-07,Failed Transaction,Resolved,15
302812,101255,2024-01-29,Failed Transaction,Resolved,3
302813,101068,2024-02-21,Failed Transaction,Resolved,1
302814,101750,2024-02-13,Fraud Concern,Resolved,7
302815,101571,2024-03-25,App Issue,Resolved,1
302816,101201,2024-02-11,Refund Delay,Resolved,1
302817,100676,2024-03-15,Failed Transaction,Resolved,2
302818,101042,2024-03-02,Account Service,Resolved,4
302819,100781,2024-01-21,App Issue,Open,10
302820,100517,2024-03-12,Account Service,Open,10
302821,100666,2024-04-24,App Issue,Resolved,1
302822,100424,2024-04-21,Failed Transaction,Resolved,15
302823,100796,2024-01-19,Failed Transaction,Resolved,4
302824,100075,2024-02-24,App Issue,Resolved,10
302825,100193,2024-01-11,Account Service,Resolved,15
302826,101112,2024-02-25,App Issue,Resolved,5
302827,101824,2024-03-24,Fraud Concern,Resolved,1
302828,101117,2024-02-12,App Issue,Resolved,10
302829,101383,2024-01-24,App Issue,Resolved,2
302830,101193,2024-02-20,Failed Transaction,Resolved,1
302831,100730,2024-03-14,App Issue,Escalated,10
302832,100111,2024-04-04,App Issue,Resolved,2
302833,100447,2024-02-05,Fraud Concern,Open,10
302834,100202,2024-01-13,Fraud Concern,Resolved,15
302835,100460,2024-02-18,Account Service,Resolved,10
