transaction_id,account_id,transaction_date,transaction_type,channel,amount,transaction_status,merchant_category,fraud_flag
911524,501393,2024-02-25,UPI,ATM,1677.43,Success,Restaurants,0
911525,501467,2024-03-29,NEFT,Internet Banking,14834.44,Success,Restaurants,0
911526,500258,2024-01-31,NEFT,Internet Banking,6979.9,Success,Travel,0
911527,501484,2024-01-15,UPI,Branch,726.24,Success,Electronics,0
911528,502187,2024-03-08,UPI,Mobile App,144.2,Failed,Healthcare,0
911529,500097,2024-01-22,IMPS,Mobile App,7625.15,Success,Travel,0
911530,501145,2024-03-19,UPI,ATM,2088.45,Success,Utilities,0
911531,501865,2024-04-24,UPI,Internet Banking,315.33,Success,Electronics,0
911532,500424,2024-02-26,UPI,Mobile App,856.53,Success,Fuel,0
911533,500706,2024-02-25,UPI,Mobile App,475.72,Success,Fuel,0
911534,501127,2024-03-30,UPI,Mobile App,264.79,Success,Utilities,0
911535,501002,2024-02-10,Bill Payment,Mobile App,6255.96,Success,Restaurants,0
911536,501216,2024-01-19,UPI,Mobile App,330.84,Success,Healthcare,0
911537,500185,2024-01-29,Card,ATM,1168.69,Success,Restaurants,0
911538,500668,2024-03-11,UPI,Branch,883.89,Success,Travel,0
911539,500396,2024-03-17,IMPS,Mobile App,5031.86,Success,Groceries,0
911540,501187,2024-04-18,IMPS,Mobile App,45714.43,Success,Education,0
911541,501964,2024-01-21,IMPS,Mobile App,22390.81,Success,Education,0
911542,501874,2024-03-20,UPI,Internet Banking,3848.15,Success,Restaurants,0
911543,500191,2024-01-25,IMPS,Mobile App,8241.28,Failed,Education,0
911544,502091,2024-01-27,Card,Internet Banking,1259.11,Success,Fuel,0
911545,502261,2024-03-09,UPI,Mobile App,5082.77,Success,Healthcare,0
911546,500675,2024-02-26,UPI,Internet Banking,306.69,Success,Restaurants,0
911547,501073,2024-03-03,UPI,ATM,5179.88,Success,Travel,0
911548,500370,2024-01-15,Card,Internet Banking,5088.22,Success,Electronics,0
911549,502195,2024-01-20,Card,Branch,1664.69,Success,Electronics,0
911550,501182,2024-03-04,ATM,Internet Banking,12181.36,Success,Utilities,0
911551,501280,2024-04-16,Card,Mobile App,1513.96,Success,Groceries,0
911552,501155,2024-02-09,UPI,Mobile App,796.56,Success,Education,0
911553,501362,2024-03-16,UPI,UPI Partner,508.68,Failed,Fuel,0
911554,500051,2024-03-06,IMPS,UPI Partner,16710.97,Success,Utilities,0
911555,502355,2024-04-06,IMPS,Internet Banking,17462.64,Success,Groceries,0
911556,501773,2024-01-06,Card,Internet Banking,443.04,Success,Electronics,0
911557,501222,2024-04-28,IMPS,Mobile App,9108.68,Success,Travel,0
911558,502126,2024-04-28,NEFT,Mobile App,8457.79,Success,Travel,0
911559,502144,2024-02-05,UPI,Internet Banking,2966.42,Success,Utilities,0
911560,500832,2024-03-06,Card,Internet Banking,935.43,Success,Utilities,0
911561,501021,2024-01-23,UPI,ATM,1149.64,Success,Fuel,0
911562,501972,2024-03-21,ATM,Internet Banking,11907.66,Success,Utilities,0
911563,501345,2024-02-22,UPI,UPI Partner,629.26,Success,Fuel,0
911564,500193,2024-01-13,UPI,Internet Banking,1374.9,Success,Utilities,0
911565,500740,2024-01-05,UPI,Internet Banking,3419.66,Success,Education,0
911566,502334,2024-01-20,IMPS,Mobile App,4946.08,Success,Healthcare,0
911567,500029,2024-02-12,UPI,Mobile App,1936.37,Success,Fuel,0
911568,500674,2024-01-09,ATM,Branch,2326.54,Reversed,Restaurants,0
911569,500863,2024-02-13,IMPS,Mobile App,11190.86,Success,Electronics,0
911570,500519,2024-04-21,UPI,ATM,2227.49,Success,Education,0
911571,500344,2024-01-01,UPI,Branch,507.05,Success,Travel,0
911572,500045,2024-03-03,Card,Mobile App,1795.88,Success,Utilities,0
911573,500535,2024-04-10,NEFT,UPI Partner,8741.42,Success,Utilities,0
911574,500856,2024-01-13,IMPS,Internet Banking,5746.18,Success,Fuel,0
911575,501537,2024-03-11,IMPS,ATM,11182.85,Success,Fuel,0
911576,501939,2024-03-30,UPI,ATM,2521.8,Reversed,Restaurants,0
911577,501462,2024-02-03,IMPS,Mobile App,14766.49,Success,Electronics,0
911578,500154,2024-01-21,UPI,ATM,1365.59,Success,Travel,0
911579,501131,2024-04-24,NEFT,Mobile App,10115.15,Success,Education,0
911580,502026,2024-04-04,IMPS,Mobile App,19589.25,Success,Education,0
911581,501492,2024-02-14,UPI,UPI Partner,872.67,Success,Education,0
911582,500270,2024-03-05,Bill Payment,Mobile App,4606.34,Success,Electronics,0
911583,500563,2024-03-19,UPI,Mobile App,3742.79,Failed,Restaurants,0
911584,502120,2024-01-07,UPI,Mobile App,439.18,Success,Restaurants,0
911585,500837,2024-01-03,Card,Mobile App,947.82,Success,Utilities,0
911586,500634,2024-01-27,UPI,Branch,5046.45,Success,Travel,0
911587,501478,2024-03-17,IMPS,Branch,4568.31,Success,Groceries,0
911588,500462,2024-03-30,UPI,Mobile App,8280.9,Success,Travel,0
911589,501406,2024-01-16,ATM,Mobile App,12106.15,Success,Healthcare,0
911590,500020,2024-02-20,UPI,ATM,732.71,Success,Utilities,0
911591,500928,2024-03-04,Card,ATM,24128.37,Success,Restaurants,0
911592,500894,2024-03-26,Card,Mobile App,6080.62,Success,Utilities,0
911593,501531,2024-02-04,ATM,Branch,3364.41,Success,Utilities,0
911594,502175,2024-03-09,UPI,UPI Partner,515.52,Success,Healthcare,0
911595,501160,2024-04-20,UPI,Mobile App,5955.93,Success,Education,0
911596,502228,2024-01-13,Card,Mobile App,11384.23,Success,Fuel,0
911597,500233,2024-02-24,UPI,Branch,1035.53,Success,Groceries,0
911598,501104,2024-02-21,Card,ATM,354.2,Success,Fuel,0
911599,500172,2024-03-28,Card,UPI Partner,3434.25,Success,Restaurants,0
911600,500780,2024-03-08,NEFT,Internet Banking,12067.7,Success,Utilities,0
911601,501629,2024-01-02,NEFT,Mobile App,11845.78,Success,Utilities,0
911602,502140,2024-02-17,UPI,Mobile App,597.94,Success,Electronics,0
911603,502346,2024-02-23,Card,ATM,4976.24,Success,Utilities,0
911604,501069,2024-01-17,UPI,Mobile App,691.17,Success,Electronics,0
911605,501522,2024-02-07,Card,Internet Banking,1039.51,Success,Fuel,0
911606,500687,2024-02-27,Card,UPI Partner,5710.95,Success,Healthcare,0
911607,500809,2024-02-10,UPI,Mobile App,459.27,Success,Healthcare,0
911608,502016,2024-04-16,ATM,Mobile App,593.56,Success,Travel,0
911609,500828,2024-02-02,UPI,Mobile App,496.4,Success,Restaurants,0
911610,500890,2024-02-03,UPI,Mobile App,429.23,Success,Restaurants,0
911611,501199,2024-02-07,IMPS,Internet Banking,22689.55,Success,Fuel,0
911612,500752,2024-04-10,UPI,Mobile App,727.93,Success,Groceries,0
911613,500296,2024-04-05,UPI,Mobile App,1772.82,Success,Healthcare,0
911614,501777,2024-01-01,Card,Branch,4426.52,Success,Travel,0
911615,500259,2024-02-13,UPI,Mobile App,1281.81,Success,Travel,0
911616,501155,2024-01-04,ATM,Internet Banking,4383.18,Success,Utilities,0
911617,501808,2024-02-01,Card,Mobile App,2404.46,Success,Utilities,0
911618,501504,2024-04-27,UPI,Internet Banking,1047.65,Success,Fuel,0
911619,501695,2024-03-24,Card,Internet Banking,212.89,Success,Restaurants,0
911620,501339,2024-02-05,Card,ATM,2178.19,Success,Education,0
911621,500374,2024-03-06,Card,UPI Partner,7514.45,Success,Utilities,0
911622,501879,2024-03-25,ATM,ATM,43869.73,Failed,Restaurants,0
911623,500006,2024-01-13,UPI,Mobile App,1244.05,Success,Utilities,0
911624,500574,2024-03-29,IMPS,UPI Partner,10834.88,Success,Fuel,0
911625,502174,2024-02-15,UPI,Mobile App,638.73,Success,Fuel,0
911626,500207,2024-04-05,ATM,Mobile App,1057.39,Failed,Fuel,0
911627,501676,2024-01-06,ATM,Mobile App,9113.3,Success,Fuel,0
911628,500495,2024-02-20,UPI,Internet Banking,1333.63,Success,Electronics,0
911629,500041,2024-03-12,ATM,Mobile App,1065.53,Success,Restaurants,0
911630,501916,2024-02-28,UPI,Mobile App,1235.72,Success,Restaurants,0
911631,500853,2024-02-28,ATM,UPI Partner,4860.08,Success,Healthcare,0
911632,501132,2024-01-14,IMPS,Internet Banking,9276.94,Success,Electronics,0
911633,501791,2024-01-18,UPI,Branch,3007.47,Success,Utilities,0
911634,501415,2024-04-26,Bill Payment,UPI Partner,3626.73,Success,Utilities,0
911635,501108,2024-04-28,UPI,Internet Banking,700.92,Success,Fuel,0
911636,501466,2024-03-08,IMPS,Mobile App,11401.04,Failed,Travel,0
911637,500401,2024-01-23,UPI,Mobile App,1855.03,Success,Education,0
911638,502267,2024-01-31,IMPS,Mobile App,48923.82,Success,Fuel,0
911639,500618,2024-03-13,Card,ATM,992.65,Success,Healthcare,0
911640,501292,2024-03-27,UPI,Mobile App,526.88,Success,Healthcare,0
911641,501609,2024-02-15,Card,Mobile App,2124.49,Success,Groceries,0
911642,501050,2024-03-13,UPI,Internet Banking,838.15,Success,Restaurants,0
911643,502312,2024-04-16,IMPS,Mobile App,11369.49,Success,Fuel,0
911644,500639,2024-03-13,Card,Mobile App,6088.04,Failed,Groceries,0
911645,500241,2024-01-01,ATM,UPI Partner,4802.06,Success,Healthcare,0
911646,502173,2024-03-27,Card,UPI Partner,1857.96,Failed,Fuel,0
911647,500431,2024-04-15,UPI,Mobile App,801.1,Success,Restaurants,0
911648,500488,2024-02-24,UPI,UPI Partner,3625.39,Success,Fuel,0
911649,500106,2024-02-24,IMPS,Mobile App,6440.97,Success,Travel,0
911650,501066,2024-02-26,UPI,Mobile App,500.95,Success,Healthcare,0
911651,501463,2024-04-22,NEFT,UPI Partner,18211.42,Success,Travel,0
911652,501770,2024-01-31,UPI,UPI Partner,153.41,Success,Restaurants,0
911653,500936,2024-02-24,UPI,Internet Banking,4744.4,Success,Education,0
911654,500560,2024-01-06,UPI,Mobile App,461.75,Success,Fuel,0
911655,501196,2024-04-17,UPI,ATM,736.39,Success,Healthcare,0
911656,501886,2024-04-24,Card,Mobile App,1794.01,Success,Travel,0
911657,500070,2024-01-28,ATM,Internet Banking,1984.43,Success,Education,0
911658,501913,2024-01-08,UPI,Mobile App,419.87,Success,Groceries,0
911659,501246,2024-01-10,UPI,UPI Partner,812.31,Success,Groceries,0
911660,501965,2024-02-06,Card,UPI Partner,359.11,Success,Travel,0
911661,500772,2024-02-19,Card,Branch,1097.93,Success,Groceries,0
911662,501709,2024-01-06,UPI,Internet Banking,352.67,Success,Electronics,0
911663,501191,2024-01-13,Card,Branch,11526.05,Success,Utilities,0
911664,500672,2024-04-14,ATM,Mobile App,5611.98,Success,Electronics,0
911665,500646,2024-03-25,UPI,Internet Banking,1610.0,Success,Education,0
911666,500249,2024-04-06,Card,ATM,1110.12,Success,Travel,0
911667,500230,2024-01-21,UPI,Branch,603.18,Success,Electronics,0
911668,500714,2024-04-09,NEFT,Mobile App,2539.82,Success,Fuel,0
911669,501761,2024-04-06,UPI,ATM,2911.72,Success,Groceries,0
911670,501063,2024-04-03,Bill Payment,Internet Banking,3048.48,Success,Utilities,0
911671,501008,2024-01-25,Bill Payment,ATM,370.43,Reversed,Fuel,0
911672,502287,2024-03-25,UPI,Mobile App,1452.31,Success,Groceries,0
911673,500224,2024-01-07,ATM,UPI Partner,4412.22,Success,Utilities,0
911674,501385,2024-04-11,UPI,Mobile App,1005.35,Success,Education,0
911675,501926,2024-01-29,UPI,Mobile App,2747.58,Success,Restaurants,0
911676,501859,2024-02-15,UPI,Mobile App,2198.38,Success,Education,0
911677,501725,2024-04-17,UPI,Mobile App,595.16,Success,Utilities,0
911678,502015,2024-02-09,ATM,Mobile App,4787.79,Success,Healthcare,0
911679,500330,2024-02-23,IMPS,Mobile App,12821.46,Success,Groceries,0
911680,501983,2024-01-28,IMPS,Mobile App,8623.94,Success,Electronics,0
911681,501758,2024-01-01,Card,Mobile App,3208.48,Success,Utilities,0
911682,501624,2024-02-07,IMPS,Mobile App,6700.43,Success,Utilities,0
911683,500381,2024-04-23,Bill Payment,Internet Banking,2304.25,Success,Fuel,0
911684,501092,2024-01-03,NEFT,Mobile App,19207.73,Success,Travel,0
911685,500760,2024-02-28,Card,UPI Partner,1676.8,Success,Travel,0
911686,500517,2024-04-29,ATM,Internet Banking,1206.07,Success,Restaurants,0
911687,500368,2024-04-15,Card,Mobile App,1030.76,Success,Utilities,0
911688,501545,2024-02-01,UPI,Mobile App,4104.18,Success,Fuel,0
911689,500383,2024-01-17,UPI,Mobile App,168.9,Success,Utilities,0
911690,501910,2024-03-04,UPI,Mobile App,4238.91,Success,Fuel,0
911691,500810,2024-02-12,Card,ATM,553.52,Success,Restaurants,0
911692,500253,2024-04-06,UPI,UPI Partner,853.42,Success,Travel,0
911693,500749,2024-02-03,Bill Payment,ATM,2420.16,Success,Electronics,0
911694,501573,2024-02-25,UPI,Mobile App,318.52,Success,Healthcare,0
911695,502223,2024-01-22,Card,Branch,927.62,Success,Education,0
911696,500570,2024-02-11,UPI,ATM,372.45,Success,Restaurants,0
911697,501203,2024-04-23,Bill Payment,Mobile App,577.35,Success,Fuel,0
911698,500446,2024-03-04,Card,Mobile App,2237.8,Success,Fuel,0
911699,501002,2024-01-12,UPI,ATM,301.8,Success,Electronics,0
911700,501388,2024-02-29,ATM,Mobile App,5603.72,Success,Groceries,0
911701,502159,2024-03-04,UPI,ATM,696.27,Failed,Education,0
911702,501722,2024-03-18,Bill Payment,Mobile App,6050.59,Success,Healthcare,0
911703,502144,2024-02-28,NEFT,Mobile App,61516.01,Success,Healthcare,0
911704,502140,2024-03-26,IMPS,Mobile App,39051.68,Success,Groceries,0
911705,501880,2024-01-21,NEFT,Internet Banking,19865.36,Success,Electronics,0
911706,500636,2024-03-24,ATM,Internet Banking,2694.01,Success,Education,0
911707,501893,2024-01-29,Bill Payment,UPI Partner,3531.72,Success,Education,0
911708,501104,2024-04-26,UPI,UPI Partner,1789.51,Success,Restaurants,0
911709,500196,2024-01-23,ATM,Mobile App,2702.28,Success,Utilities,0
911710,501381,2024-01-03,UPI,Mobile App,4169.27,Success,Restaurants,0
911711,502349,2024-01-12,IMPS,Mobile App,5290.18,Success,Fuel,0
911712,502150,2024-01-21,Card,Mobile App,1616.47,Success,Groceries,0
911713,500133,2024-01-29,UPI,Internet Banking,3262.76,Success,Fuel,0
911714,502271,2024-01-06,IMPS,Mobile App,5982.28,Success,Education,0
911715,502001,2024-01-18,Bill Payment,Mobile App,9670.28,Success,Fuel,0
911716,501286,2024-04-05,Bill Payment,ATM,959.41,Success,Travel,0
911717,502031,2024-01-05,Card,ATM,1258.07,Success,Travel,0
911718,500911,2024-03-31,UPI,Branch,338.2,Success,Education,0
911719,500256,2024-01-20,Card,Branch,5071.05,Success,Travel,0
911720,500647,2024-02-01,ATM,Internet Banking,10067.67,Success,Utilities,0
911721,500724,2024-02-15,UPI,Mobile App,863.38,Success,Groceries,0
911722,500085,2024-03-29,UPI,Mobile App,800.3,Success,Electronics,0
911723,502038,2024-01-07,Card,Internet Banking,1710.52,Success,Utilities,0
911724,502112,2024-02-16,IMPS,Mobile App,7595.03,Success,Fuel,0
911725,500609,2024-04-13,Card,Mobile App,475.5,Success,Electronics,0
911726,500044,2024-02-02,UPI,ATM,2267.58,Success,Healthcare,0
911727,501847,2024-04-20,Card,Branch,4211.85,Success,Fuel,0
911728,501813,2024-03-05,UPI,Mobile App,336.88,Success,Healthcare,0
911729,501429,2024-02-11,UPI,Internet Banking,420.13,Success,Restaurants,0
911730,501024,2024-03-19,UPI,Mobile App,809.97,Failed,Groceries,0
911731,500795,2024-01-16,Card,Mobile App,5596.16,Success,Fuel,0
911732,501561,2024-01-05,NEFT,UPI Partner,12972.25,Success,Utilities,0
911733,502173,2024-02-15,UPI,Mobile App,744.8,Success,Fuel,0
911734,500848,2024-04-26,ATM,Internet Banking,14723.46,Success,Fuel,0
911735,502079,2024-02-07,UPI,UPI Partner,1476.31,Failed,Groceries,0
911736,501244,2024-01-17,ATM,Internet Banking,740.58,Success,Restaurants,0
911737,500825,2024-01-25,UPI,Branch,1029.12,Success,Groceries,0
911738,500214,2024-04-26,UPI,Internet Banking,2270.36,Success,Utilities,0
911739,501311,2024-02-06,Card,Mobile App,687.27,Success,Restaurants,0
911740,501626,2024-03-23,UPI,Branch,1549.32,Success,Restaurants,0
911741,500417,2024-01-24,Card,Internet Banking,6062.02,Success,Healthcare,0
911742,501379,2024-04-15,Bill Payment,Mobile App,5477.96,Success,Utilities,0
911743,500919,2024-01-30,ATM,UPI Partner,12376.12,Success,Education,0
911744,501685,2024-04-17,Card,Internet Banking,1454.35,Success,Electronics,0
911745,500296,2024-04-09,ATM,Mobile App,5670.32,Success,Restaurants,0
911746,502270,2024-04-23,UPI,Mobile App,633.68,Success,Utilities,0
911747,500993,2024-02-14,Card,ATM,4111.62,Success,Education,0
911748,500682,2024-04-29,UPI,Mobile App,2163.39,Success,Travel,0
911749,502175,2024-02-05,UPI,Internet Banking,4893.7,Success,Utilities,0
911750,501953,2024-03-30,UPI,Mobile App,1229.76,Success,Groceries,0
911751,502064,2024-04-26,IMPS,Internet Banking,4043.41,Success,Healthcare,0
911752,501080,2024-01-26,Bill Payment,ATM,10216.87,Reversed,Fuel,0
911753,501753,2024-04-11,IMPS,Mobile App,25592.77,Success,Utilities,0
911754,501609,2024-02-29,UPI,UPI Partner,1215.1,Success,Healthcare,0
911755,502046,2024-04-19,UPI,Internet Banking,512.16,Success,Travel,0
911756,501853,2024-03-13,NEFT,Branch,22284.98,Success,Travel,0
911757,501115,2024-04-09,Card,Mobile App,1632.19,Success,Healthcare,0
911758,501292,2024-04-13,Card,Internet Banking,1658.85,Failed,Restaurants,0
911759,500392,2024-01-05,UPI,Mobile App,2649.63,Success,Groceries,0
911760,500181,2024-01-19,Card,Mobile App,2451.77,Success,Groceries,0
911761,502149,2024-02-19,Card,Internet Banking,1715.93,Success,Utilities,0
911762,500724,2024-04-23,UPI,Mobile App,652.39,Success,Healthcare,0
911763,500997,2024-02-27,UPI,Mobile App,6366.67,Success,Education,0
911764,501763,2024-03-02,Card,UPI Partner,1070.5,Success,Education,0
911765,502194,2024-01-01,UPI,Mobile App,771.86,Success,Healthcare,0
911766,501285,2024-04-02,Card,Branch,8089.62,Success,Restaurants,0
911767,500911,2024-02-15,Bill Payment,Branch,1641.57,Success,Electronics,0
911768,501592,2024-02-26,UPI,Mobile App,627.76,Failed,Education,0
911769,501224,2024-03-06,Bill Payment,Mobile App,2191.04,Success,Restaurants,0
911770,501198,2024-01-14,UPI,UPI Partner,1478.46,Success,Utilities,0
911771,502103,2024-01-23,ATM,Mobile App,4273.12,Success,Electronics,0
911772,501317,2024-01-15,Card,Mobile App,9603.65,Success,Travel,0
911773,501644,2024-04-26,UPI,Internet Banking,781.79,Success,Fuel,0
911774,502279,2024-04-09,Bill Payment,Mobile App,2287.7,Success,Restaurants,0
911775,500794,2024-02-14,UPI,UPI Partner,621.77,Success,Electronics,0
911776,501520,2024-04-23,Bill Payment,Internet Banking,5312.28,Reversed,Utilities,0
911777,501429,2024-04-27,ATM,Mobile App,11885.37,Success,Fuel,0
911778,500071,2024-03-11,IMPS,UPI Partner,12469.24,Success,Utilities,0
911779,501235,2024-01-26,UPI,ATM,2114.16,Success,Education,0
911780,500852,2024-02-25,NEFT,ATM,44388.79,Success,Electronics,0
911781,500846,2024-04-29,UPI,Mobile App,253.86,Success,Healthcare,0
911782,501478,2024-04-16,UPI,Mobile App,1190.81,Failed,Fuel,0
911783,500136,2024-02-07,ATM,ATM,3878.09,Success,Fuel,0
911784,501501,2024-04-27,Card,Internet Banking,3545.71,Success,Restaurants,0
911785,501601,2024-03-29,NEFT,Mobile App,2284.13,Success,Education,0
911786,500578,2024-04-28,Bill Payment,ATM,2009.83,Success,Healthcare,0
911787,501972,2024-02-21,UPI,UPI Partner,1601.23,Success,Education,0
911788,500399,2024-04-23,IMPS,Branch,5558.84,Success,Fuel,0
911789,500205,2024-02-11,UPI,Mobile App,846.57,Reversed,Restaurants,0
911790,500259,2024-01-11,UPI,Mobile App,884.13,Success,Education,0
911791,501581,2024-02-21,ATM,Internet Banking,1165.17,Success,Fuel,0
911792,501847,2024-02-19,UPI,Branch,1374.01,Success,Groceries,0
911793,502102,2024-01-06,Bill Payment,UPI Partner,1317.32,Success,Electronics,0
911794,501514,2024-01-30,ATM,UPI Partner,5605.97,Success,Education,0
911795,500375,2024-02-10,UPI,UPI Partner,331.12,Success,Electronics,0
911796,500689,2024-02-12,UPI,Mobile App,198.14,Success,Electronics,0
911797,500527,2024-02-01,UPI,Internet Banking,2163.29,Success,Electronics,0
911798,500855,2024-03-22,IMPS,Mobile App,3369.85,Success,Utilities,0
911799,500401,2024-01-17,Card,ATM,2275.47,Success,Groceries,0
911800,501858,2024-02-20,UPI,Mobile App,459.09,Failed,Electronics,0
911801,501338,2024-03-10,Card,ATM,145.65,Success,Education,0
911802,500758,2024-04-12,Card,ATM,1521.83,Success,Education,0
911803,500051,2024-04-08,Card,UPI Partner,3297.64,Success,Healthcare,0
911804,500247,2024-04-13,UPI,UPI Partner,1671.41,Success,Fuel,0
911805,500487,2024-02-23,IMPS,Internet Banking,8678.53,Success,Utilities,0
911806,501685,2024-04-06,UPI,Mobile App,2698.83,Success,Groceries,0
911807,500069,2024-03-14,IMPS,ATM,11070.37,Failed,Education,0
911808,500566,2024-01-06,Bill Payment,Internet Banking,181.94,Success,Restaurants,0
911809,501076,2024-01-30,UPI,Mobile App,485.17,Success,Electronics,0
911810,500497,2024-04-25,Card,UPI Partner,8121.38,Success,Healthcare,0
911811,501106,2024-02-21,UPI,Mobile App,561.42,Success,Utilities,0
911812,501525,2024-01-19,Bill Payment,ATM,1847.0,Success,Healthcare,0
911813,501280,2024-04-03,Card,Mobile App,4663.07,Success,Groceries,0
911814,501742,2024-04-25,Bill Payment,Mobile App,650.03,Success,Utilities,0
911815,500110,2024-03-15,Bill Payment,ATM,7276.24,Success,Travel,0
911816,500374,2024-04-06,IMPS,Mobile App,4996.84,Success,Travel,0
911817,501238,2024-03-03,IMPS,Mobile App,13049.54,Success,Healthcare,0
911818,500560,2024-01-16,UPI,Mobile App,1003.92,Success,Education,0
911819,501179,2024-03-14,UPI,Mobile App,524.05,Success,Groceries,0
911820,501648,2024-02-22,Card,Mobile App,1855.69,Success,Fuel,0
911821,500612,2024-03-27,Card,Mobile App,1066.49,Success,Groceries,0
911822,501580,2024-04-10,NEFT,ATM,10980.63,Success,Travel,0
911823,500077,2024-04-19,IMPS,Mobile App,20400.68,Success,Utilities,0
911824,501776,2024-04-13,UPI,Mobile App,787.85,Success,Education,0
911825,501654,2024-01-13,Card,UPI Partner,2810.72,Success,Fuel,0
911826,500906,2024-04-23,ATM,Mobile App,3261.2,Failed,Restaurants,0
911827,502007,2024-03-15,Card,Mobile App,5489.22,Success,Utilities,0
911828,501070,2024-04-09,Card,Mobile App,4727.28,Success,Electronics,0
911829,501226,2024-01-02,ATM,Mobile App,1519.1,Success,Groceries,0
911830,502058,2024-03-04,ATM,Mobile App,1164.41,Reversed,Restaurants,0
911831,501857,2024-03-17,Card,ATM,762.24,Success,Groceries,0
911832,500850,2024-04-18,UPI,UPI Partner,669.74,Success,Restaurants,0
911833,502054,2024-01-10,UPI,Mobile App,746.12,Success,Electronics,0
911834,501962,2024-04-10,ATM,Mobile App,11128.41,Success,Utilities,0
911835,502067,2024-03-23,Card,ATM,2700.64,Success,Groceries,0
911836,500521,2024-03-22,NEFT,Branch,3485.31,Success,Education,0
911837,501649,2024-03-13,ATM,Mobile App,18214.48,Success,Groceries,0
911838,501843,2024-04-19,UPI,Internet Banking,123.05,Success,Healthcare,0
911839,500601,2024-02-09,UPI,Mobile App,742.32,Success,Groceries,0
911840,500061,2024-02-28,UPI,Mobile App,2161.8,Success,Utilities,0
911841,502073,2024-03-05,UPI,ATM,1881.33,Success,Education,0
911842,500781,2024-02-04,Card,ATM,4123.91,Success,Healthcare,0
911843,502294,2024-01-07,UPI,Internet Banking,164.99,Success,Electronics,0
911844,500070,2024-04-04,ATM,UPI Partner,13982.16,Success,Travel,0
911845,501516,2024-04-17,NEFT,UPI Partner,3935.91,Success,Travel,0
911846,501387,2024-03-31,NEFT,Mobile App,15896.42,Success,Fuel,0
911847,501552,2024-02-06,Card,ATM,445.26,Success,Electronics,0
911848,501651,2024-02-04,NEFT,Mobile App,30821.69,Success,Restaurants,0
911849,500563,2024-04-08,UPI,Branch,502.72,Success,Travel,0
911850,502297,2024-03-25,NEFT,Internet Banking,64533.03,Success,Fuel,0
911851,502092,2024-02-25,Card,Mobile App,22349.83,Success,Fuel,0
911852,500102,2024-02-27,Card,Mobile App,1233.87,Success,Electronics,0
911853,501648,2024-02-28,UPI,Mobile App,566.22,Success,Groceries,0
911854,501726,2024-01-28,Card,Internet Banking,1442.65,Failed,Education,0
911855,501531,2024-01-12,IMPS,Internet Banking,19669.25,Success,Fuel,0
911856,502298,2024-04-10,Bill Payment,ATM,1159.91,Success,Utilities,0
911857,502317,2024-03-23,Card,Mobile App,8339.21,Success,Groceries,0
911858,500108,2024-04-18,IMPS,UPI Partner,16126.3,Success,Utilities,0
911859,501778,2024-01-09,UPI,UPI Partner,614.52,Success,Healthcare,0
911860,502205,2024-02-16,UPI,UPI Partner,1154.2,Success,Education,0
911861,500566,2024-02-01,UPI,Internet Banking,412.66,Success,Electronics,0
911862,501321,2024-01-27,UPI,Mobile App,2205.05,Success,Healthcare,0
911863,500355,2024-04-12,Bill Payment,UPI Partner,1301.58,Success,Healthcare,0
911864,500688,2024-03-04,Card,Mobile App,3948.79,Success,Education,0
911865,502280,2024-03-27,Bill Payment,Mobile App,2560.22,Success,Travel,0
911866,500791,2024-03-20,Card,Internet Banking,3565.68,Success,Healthcare,0
911867,501860,2024-02-17,ATM,Mobile App,13438.02,Success,Groceries,0
911868,501309,2024-01-23,Bill Payment,UPI Partner,6175.65,Success,Electronics,0
911869,500929,2024-02-10,UPI,Mobile App,1153.15,Success,Utilities,0
911870,500137,2024-03-12,NEFT,Mobile App,8925.4,Success,Education,0
911871,501659,2024-01-03,UPI,Branch,700.65,Failed,Utilities,0
911872,500598,2024-04-06,IMPS,Mobile App,7472.57,Success,Fuel,0
911873,501808,2024-02-03,ATM,Mobile App,12863.76,Success,Healthcare,0
911874,501383,2024-04-16,ATM,Mobile App,2470.21,Success,Fuel,0
911875,500025,2024-01-05,IMPS,UPI Partner,1971.12,Success,Travel,0
911876,500958,2024-03-09,Bill Payment,ATM,360.88,Success,Travel,0
911877,501631,2024-01-14,UPI,Mobile App,2085.64,Success,Travel,0
911878,500728,2024-04-23,Bill Payment,UPI Partner,6201.7,Success,Electronics,0
911879,500525,2024-01-20,IMPS,Internet Banking,26389.9,Success,Utilities,0
911880,500471,2024-02-17,UPI,UPI Partner,1337.35,Success,Utilities,0
911881,501824,2024-04-06,UPI,Internet Banking,6988.07,Success,Healthcare,0
911882,500276,2024-02-05,ATM,UPI Partner,1851.74,Success,Electronics,0
911883,502010,2024-02-08,UPI,Mobile App,1708.8,Success,Healthcare,0
911884,500771,2024-01-12,Card,Mobile App,2245.05,Success,Travel,0
911885,501082,2024-04-29,Card,ATM,4398.48,Success,Electronics,0
911886,502282,2024-04-21,ATM,ATM,16092.75,Success,Restaurants,0
911887,500919,2024-04-16,UPI,UPI Partner,1131.63,Success,Fuel,0
911888,500584,2024-04-14,UPI,UPI Partner,3304.25,Success,Fuel,0
911889,502285,2024-02-23,IMPS,Mobile App,15780.33,Success,Restaurants,0
911890,500413,2024-04-18,NEFT,Internet Banking,5071.12,Success,Utilities,0
911891,501579,2024-01-04,UPI,Internet Banking,993.18,Success,Electronics,0
